customer id,state,custome lifetime value,response,coverage,education,employment,gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,diff_days,new_feature,feature2
4129,1,4978.950257,0,0,0,1,1,28695,2,2,64,17,87,0,4,0,1,0,1,221.241837,0,1,3136.7538793333,0.00223035,1608.69
4130,0,6521.368813,1,1,1,1,0,72608,1,1,82,26,19,3,8,2,7,1,0,393.6,0,1,3158.7538793333,0.00112935,412.05
4131,3,7564.611951,0,0,0,1,0,48381,1,1,63,2,71,0,2,1,5,0,0,302.4,5,2,3152.7538793333,0.00130216,2148.3
4132,0,11631.87866,0,2,1,4,0,0,1,1,152,8,94,0,7,1,5,0,1,1082.814636,3,1,3161.7538793333,1.52E+10,2.06E+03
4133,0,7180.283897,0,0,3,4,0,0,1,2,104,30,96,0,3,2,6,0,3,1210.245916,4,1,3110.7538793333,1.04E+10,3.96E+03
4134,3,12168.74492,1,0,0,3,1,14973,1,0,115,2,75,0,2,1,3,0,1,828,3,1,3131.7538793333,0.00768049,4013.5
4135,3,2248.449633,1,0,0,3,0,24910,1,2,63,7,63,1,1,1,5,0,1,347.857619,0,1,3138.7538793333,0.0025291,4062.14
4136,4,2530.332,0,0,2,1,1,50577,0,0,63,2,8,0,1,1,3,1,0,12.444326,5,0,3142.7538793333,0.00124563,617.556
4137,3,4653.094259,0,0,3,4,1,0,1,2,70,1,4,1,4,1,4,0,0,585.482275,5,1,3128.7538793333,7.00E+09,-5.89E+01
4138,0,2354.322179,0,0,1,0,0,26184,1,1,62,1,92,0,1,2,7,3,1,297.6,5,0,3156.7538793333,0.00236786,5468.4
4139,2,8417.159538,0,2,0,1,1,20215,1,2,112,10,8,0,7,1,4,3,2,537.6,0,1,3111.7538793333,0.00554044,211.2
4140,1,5717.743109,0,0,0,1,1,68342,0,1,72,33,39,0,5,1,4,3,1,148.738098,0,1,3144.7538793333,0.00105352,1007.05
4141,3,4623.536706,0,1,3,4,1,0,1,2,133,18,2,0,1,1,5,0,3,957.6,3,1,3162.7538793333,1.33E+10,1.70E+03
4142,3,6521.368813,1,1,1,1,0,72608,1,1,82,26,19,3,8,1,5,1,0,393.6,0,1,3158.7538793333,0.00112935,412.05
4143,2,5507.155471,0,0,4,1,1,74960,0,2,69,11,44,1,3,0,0,0,2,107.985836,0,1,3129.7538793333,0.000920491,1229
4144,3,2674.730716,1,0,1,1,1,56342,1,2,69,12,89,0,1,0,1,1,2,331.2,0,2,3121.7538793333,0.00122466,6637.8
4145,3,5817.832355,0,0,1,1,0,86824,2,1,72,1,76,0,3,1,4,0,2,189.096179,0,1,3147.7538793333,0.000829264,1784.97
4146,2,4646.387267,0,0,1,1,1,37530,1,1,117,26,58,0,1,1,5,0,2,561.6,3,2,3143.7538793333,0.00311751,9266.4
4147,3,2226.589837,0,0,0,4,1,0,1,1,62,19,26,0,1,1,5,1,1,297.6,5,0,3120.7538793333,6.20E+09,2.49E+03
4148,1,7651.099258,0,0,0,1,0,53330,2,2,65,8,57,0,2,1,5,0,0,224.093027,0,1,3154.7538793333,0.00121883,2000.45
4149,3,2305.056048,0,0,0,4,1,0,1,1,63,33,34,0,1,2,8,3,2,327.685301,0,0,3114.7538793333,6.30E+09,3.89E+03
4150,2,11960.47577,0,1,1,1,0,52436,0,2,76,3,38,0,2,1,5,3,3,109.476994,0,1,3118.7538793333,0.00144939,1503.26
4151,0,11315.20373,1,2,0,0,0,11885,1,0,101,18,39,0,2,1,4,0,0,484.8,0,1,3120.7538793333,0.00849811,2636.1
4152,3,7212.523911,0,1,3,4,1,0,1,1,97,26,25,0,3,0,1,0,0,498.779439,5,2,3146.7538793333,9.70E+09,1.48E+03
4153,4,5255.576016,0,1,1,1,0,44536,0,2,137,12,22,1,1,1,4,0,1,46.949646,3,1,3147.7538793333,0.00307616,4611.05
4154,2,4794.96419,0,0,0,1,0,82763,2,2,61,28,78,0,3,1,5,3,0,245.163042,0,1,3146.7538793333,0.000737044,2073.61
4155,2,2659.70565,1,1,1,4,0,0,1,0,87,4,4,3,1,0,2,1,0,420.041981,0,1,3117.7538793333,8.70E+09,2.76E+02
4156,0,27643.23508,0,0,4,1,0,63401,0,1,113,21,15,0,2,1,5,2,0,52.336233,3,1,3139.7538793333,0.00178231,2007.83
4157,0,10083.48688,1,1,3,3,0,11828,1,0,90,18,84,0,2,1,3,0,0,571.479602,0,0,3117.7538793333,0.00760906,4304.26
4158,3,5687.897911,0,0,0,1,1,99747,0,2,72,28,87,0,5,0,1,0,2,61.536107,5,1,3143.7538793333,0.000721826,1643.69
4159,1,3059.426954,0,1,1,4,1,0,1,2,88,26,73,0,1,1,4,0,1,633.6,0,2,3137.7538793333,8.80E+09,8.08E+03
4160,2,4945.072236,0,0,3,1,0,78796,1,0,61,15,3,0,3,1,4,1,2,292.8,5,1,3137.7538793333,0.000774151,268.4
4161,3,8609.158215,1,0,0,1,0,79090,2,1,107,2,74,0,3,1,5,1,1,289.040734,3,1,3153.7538793333,0.00135289,2614.32
4162,2,5157.053124,0,0,1,1,1,43906,1,0,65,6,53,0,6,1,3,0,3,468,5,2,3128.7538793333,0.00148044,561.167
4163,0,3748.99343,0,1,3,1,1,82189,2,0,94,20,17,0,1,1,5,1,3,354.081091,5,1,3112.7538793333,0.00114371,3123.92
4164,3,7462.926263,1,1,1,1,0,70263,0,1,93,30,66,0,5,1,4,1,2,7.345946,5,2,3139.7538793333,0.0013236,1784.13
4165,4,15063.50118,0,1,4,0,1,19132,1,2,207,25,15,0,3,1,3,3,0,1008.569798,1,2,3156.7538793333,0.0108196,2423.81
4166,0,9657.579498,1,1,3,4,1,0,1,1,131,34,61,0,9,0,2,0,0,628.8,3,1,3136.7538793333,1.31E+10,1.31E+03
4167,2,2799.470318,0,0,4,1,1,78127,0,1,69,5,6,0,1,1,5,2,2,136.172569,0,1,3156.7538793333,0.000883177,622.827
4168,0,2759.978287,1,0,0,1,1,92296,1,1,69,4,65,0,1,1,5,1,0,331.2,5,1,3164.7538793333,0.000747595,4429.8
4169,3,5392.499539,0,0,2,4,1,0,2,1,74,19,8,0,8,0,2,3,0,317.109447,5,1,3139.7538793333,7.40E+09,2.10E+02
4170,1,5392.502531,0,0,3,1,0,80550,2,1,68,16,67,3,7,1,5,0,1,265.516965,0,1,3149.7538793333,0.000844196,768.355
4171,0,3574.990725,0,1,1,1,0,51950,1,1,89,34,90,0,1,1,5,0,3,429.171384,5,0,3138.7538793333,0.00171319,10606.8
4172,3,5608.172012,0,0,1,0,0,20392,1,1,73,23,85,0,9,1,3,1,1,350.4,0,1,3126.7538793333,0.00357984,837.067
4173,4,4754.653816,0,0,1,1,0,30886,0,0,61,8,36,0,6,2,7,1,0,8.315904,0,1,3131.7538793333,0.001975,445.947
4174,3,2239.647297,0,0,0,4,1,0,1,2,66,2,76,0,1,1,4,3,3,475.2,0,2,3159.7538793333,6.60E+09,4.67E+03
4175,1,7356.383518,0,0,0,1,0,33089,1,1,61,10,61,0,2,1,3,0,3,292.8,0,2,3140.7538793333,0.00184351,2019.1
4176,3,13283.86446,0,1,1,4,1,0,1,2,132,20,22,0,2,1,3,0,0,950.4,3,1,3117.7538793333,1.32E+10,2.30E+03
4177,0,6893.171997,0,0,1,4,1,0,1,2,68,8,72,0,2,0,0,0,0,326.4,5,1,3145.7538793333,6.80E+09,2.56E+03
4178,1,3966.129505,0,0,1,1,1,72439,1,1,100,5,22,1,1,1,4,1,3,480,3,1,3118.7538793333,0.00138047,2220
4179,3,16548.85665,0,1,0,1,0,81639,0,2,82,33,26,0,2,2,8,1,2,47.952426,0,1,3146.7538793333,0.00100442,2395.02
4180,3,5447.201066,0,0,1,1,0,68815,0,1,68,29,37,0,3,1,4,3,1,114.743385,0,2,3118.7538793333,0.000988157,1457.75
4181,1,4644.90392,0,0,1,4,0,0,0,1,63,0,42,0,3,1,5,0,0,94.958688,0,1,3161.7538793333,6.30E+09,8.50E+02
4182,1,5318.89664,1,0,0,1,0,25134,1,1,67,3,0,0,6,1,3,1,2,321.6,0,2,3155.7538793333,0.00266571,-20.1
4183,0,2491.257604,1,0,3,2,0,25965,1,0,65,23,27,0,1,1,4,0,0,329.206567,0,1,3124.7538793333,0.00250337,2920.79
4184,0,12296.49757,0,0,3,1,1,55193,1,1,105,8,22,1,2,1,4,2,1,504,3,1,3161.7538793333,0.00190242,1323
4185,1,6273.911874,1,1,1,3,0,18577,1,0,86,21,76,0,6,1,5,0,1,412.8,0,1,3120.7538793333,0.00462938,1321.53
4186,2,6366.225775,1,1,3,1,1,44368,1,1,80,5,72,0,3,0,1,1,2,384,5,0,3160.7538793333,0.0018031,1925.33
4187,3,6005.847375,1,1,1,3,1,13528,1,2,86,21,35,0,3,1,5,0,0,412.8,0,1,3113.7538793333,0.00635719,1467.73
4188,3,11981.98481,1,0,4,3,0,21514,2,1,62,0,59,0,2,1,4,0,0,257.248789,5,1,3147.7538793333,0.00288184,1700.38
4189,1,11885.96797,0,0,3,4,1,0,1,1,105,7,20,0,2,1,5,2,0,756,3,1,3129.7538793333,1.05E+10,1.04E+03
4190,0,17109.39447,0,1,0,1,0,87139,0,1,213,18,27,0,3,1,5,3,0,363.865389,2,1,3154.7538793333,0.00244437,3073.71
4191,1,4717.62873,0,0,3,1,1,20355,1,1,61,4,6,1,3,1,3,1,1,439.2,0,0,3108.7538793333,0.00299681,56.9333
4192,1,4778.682644,0,0,0,4,1,0,1,0,73,8,17,2,9,1,5,1,0,350.4,0,1,3146.7538793333,7.30E+09,1.64E+02
4193,4,2402.333284,0,0,0,1,1,46210,1,1,61,24,44,3,1,1,5,1,1,439.2,5,1,3141.7538793333,0.00132006,3708.8
4194,2,13197.92893,1,0,1,4,0,0,1,2,68,19,2,3,2,1,3,0,0,326.4,0,0,3140.7538793333,6.80E+09,5.51E+02
4195,1,29232.69297,0,2,3,2,1,28613,1,2,114,17,8,0,2,1,4,0,0,820.8,0,2,3121.7538793333,0.0039842,1014.6
4196,3,8509.850887,1,0,4,0,1,26057,1,0,74,3,63,0,2,1,3,0,2,523.888845,0,2,3136.7538793333,0.00283993,2180.06
4197,0,4774.379355,0,0,0,4,1,0,1,2,73,1,31,0,3,1,4,3,3,525.6,0,1,3148.7538793333,7.30E+09,6.03E+02
4198,2,9113.694323,0,2,3,1,0,76700,2,1,112,13,60,0,5,1,4,1,1,322.046658,0,2,3161.7538793333,0.00146023,1570.79
4199,2,7663.871432,0,0,0,4,0,0,1,2,109,5,95,0,3,1,5,1,2,523.2,3,2,3147.7538793333,1.09E+10,3.46E+03
4200,3,2599.968438,0,0,4,1,1,45181,1,1,65,21,68,0,1,1,4,3,2,312,0,1,3166.7538793333,0.00143866,5473
4201,3,8819.018934,1,0,3,1,1,99845,1,1,110,23,25,1,8,1,5,1,1,528,3,1,3157.7538793333,0.00110171,594
4202,3,6857.519928,0,0,0,4,1,0,1,2,101,31,1,0,3,1,3,3,3,1021.719397,3,1,3159.7538793333,1.01E+10,7.37E+02
4203,3,7109.341438,0,1,3,1,0,92423,2,1,88,5,79,0,6,1,3,1,1,404.243868,0,1,3146.7538793333,0.000952144,1164.63
4204,4,2842.822337,0,0,2,1,0,43793,0,1,71,8,31,0,1,1,4,1,0,16.150175,0,1,3163.7538793333,0.00162126,2752.85
4205,4,12846.4477,0,0,1,1,1,93210,1,1,107,6,9,2,2,1,5,0,0,513.6,3,2,3130.7538793333,0.00114795,545.7
4206,3,3498.773857,0,1,0,1,1,58484,0,0,88,15,65,1,1,1,3,0,3,43.542559,5,1,3150.7538793333,0.00150469,6996.46
4207,3,6005.214792,1,1,3,1,1,26876,1,2,76,17,72,0,8,1,5,0,0,364.8,0,1,3155.7538793333,0.0028278,799.9
4208,0,4344.524462,0,0,0,1,0,48054,1,1,109,2,64,0,1,1,3,0,2,523.2,3,1,3111.7538793333,0.00226828,6670.8
4209,0,25401.51859,0,1,0,1,0,36800,2,2,91,20,18,0,2,1,3,1,0,236.63519,5,1,3126.7538793333,0.00247283,1610.68
4210,0,4466.977478,0,0,1,1,1,28663,1,1,61,15,8,4,7,1,4,3,0,292.8,0,1,3157.7538793333,0.00212818,158.6
4211,1,7849.125533,0,1,1,1,0,54431,2,1,97,19,62,0,3,1,5,0,0,284.49502,0,1,3123.7538793333,0.00178207,2524.17
4212,4,4250.775183,0,0,0,1,0,27608,2,0,108,30,89,0,1,1,5,0,1,308.953614,3,1,3113.7538793333,0.00391191,12543
4213,1,6073.241952,0,1,0,3,1,22103,1,0,89,4,74,1,3,1,5,1,2,427.2,0,1,3110.7538793333,0.0040266,2171.6
4214,0,6729.867925,0,0,1,4,1,0,1,2,103,13,20,0,9,1,4,0,1,741.6,3,1,3156.7538793333,1.03E+10,2.95E+02
4215,0,2588.860221,0,0,2,1,1,46168,1,1,65,1,7,0,1,1,4,1,0,312,0,1,3121.7538793333,0.0014079,208
4216,3,7305.936433,0,1,1,1,1,83221,0,1,91,21,63,0,3,1,5,3,3,14.386157,0,1,3137.7538793333,0.00109347,2543.2
4217,1,8531.401125,0,2,0,1,1,98677,0,1,105,3,40,0,9,1,4,0,1,108.025547,0,0,3140.7538793333,0.00106408,489.664
4218,1,8618.295865,0,0,3,1,0,46379,1,2,72,11,57,0,2,0,2,2,2,345.6,0,0,3145.7538793333,0.00155243,2275.2
4219,3,4957.033603,0,0,1,1,0,62803,1,1,62,16,12,0,5,1,5,1,3,400.959425,5,2,3152.7538793333,0.000987214,267.008
4220,1,12255.12414,0,2,0,4,1,0,1,2,177,0,6,0,7,1,4,2,1,1274.4,3,1,3150.7538793333,1.77E+10,-3.03E+01
4221,2,9624.938903,0,1,1,4,1,0,1,2,134,26,88,0,4,1,4,1,0,964.8,3,1,3137.7538793333,1.34E+10,3.58E+03
4222,1,7080.131872,0,1,0,0,0,28139,1,1,97,31,65,2,3,1,5,0,1,465.6,0,1,3126.7538793333,0.00344717,2948.8
4223,0,7053.302737,0,1,1,1,0,52982,0,0,89,8,54,0,3,0,2,0,2,31.356274,0,1,3120.7538793333,0.00167982,1828.88
4224,3,5365.54161,0,0,0,1,0,77095,1,0,68,22,59,1,4,1,4,2,0,461.841879,0,2,3132.7538793333,0.000882029,1261.54
4225,3,4306.55935,0,0,1,1,0,26322,0,1,111,8,94,2,1,0,0,2,1,180.346146,3,1,3119.7538793333,0.004217,11141.7
4226,1,5970.816921,0,1,1,2,0,25125,1,2,81,12,91,1,3,0,2,0,0,583.2,0,1,3131.7538793333,0.00322388,2586.6
4227,3,8879.790017,1,0,3,1,0,52583,2,2,113,12,59,0,7,2,7,0,0,528.20086,3,2,3133.7538793333,0.00214898,1070.69
4228,0,4458.113369,1,0,0,3,1,17622,1,0,65,1,36,1,3,1,5,0,0,312,0,1,3165.7538793333,0.00368857,697.667
4229,1,5565.892477,0,0,4,1,1,90607,2,2,70,8,89,0,3,1,4,1,3,311.514116,0,1,3166.7538793333,0.000772567,2159.5
4230,0,5813.242121,0,0,0,1,1,42795,1,1,73,2,38,0,4,1,3,2,1,350.4,0,0,3147.7538793333,0.00170581,642.4
4231,0,8365.963454,0,2,3,0,0,27042,1,0,110,17,3,0,7,1,3,1,1,1263.325007,0,1,3119.7538793333,0.00406775,133.811
4232,3,7275.921106,0,0,1,1,1,27984,1,1,62,7,51,1,2,1,5,2,2,445.361629,0,1,3120.7538793333,0.00221555,1575.32
4233,2,15083.78498,0,1,3,1,0,26021,2,1,126,6,32,0,2,1,4,3,0,331.847478,3,2,3166.7538793333,0.00484224,2228.08
4234,0,8458.912476,0,0,3,0,0,25448,1,1,71,11,59,0,2,1,4,3,3,345.022359,0,1,3150.7538793333,0.00279,2312.49
4235,1,8010.968982,0,0,0,1,1,52009,2,1,68,20,29,0,2,1,5,0,0,250.416569,0,1,3140.7538793333,0.00130747,1540.79
4236,3,2514.428561,0,0,3,2,0,23504,1,2,69,19,56,0,1,0,1,0,0,374.399828,5,2,3157.7538793333,0.00293567,4800.6
4237,4,4112.625047,0,0,3,4,1,0,1,2,71,16,90,3,9,1,4,0,0,569.761582,0,1,3166.7538793333,7.10E+09,7.73E+02
4238,3,4369.697742,0,0,4,1,1,40774,2,1,110,28,59,1,1,1,5,0,0,394.968488,4,1,3125.7538793333,0.0026978,9175.03
4239,2,7356.010439,0,1,1,1,1,36812,2,1,92,23,98,1,4,1,5,0,1,392.695097,5,1,3112.7538793333,0.00249919,2684.83
4240,3,10656.88195,1,1,0,1,0,72540,1,1,88,7,3,0,2,1,3,1,2,631.743039,5,1,3109.7538793333,0.00121312,124.128
4241,0,5365.975978,0,0,0,1,1,51240,2,2,70,0,37,2,5,1,3,1,1,283.849464,0,1,3152.7538793333,0.00136612,461.23
4242,1,6047.02516,1,1,1,1,1,20396,1,1,76,15,60,1,4,1,5,0,1,364.8,0,1,3117.7538793333,0.00372622,1333.8
4243,0,2885.742441,0,0,3,1,0,35654,1,1,72,17,19,0,1,1,3,1,1,515.122954,5,2,3120.7538793333,0.00201941,2076.88
4244,3,2635.148447,0,0,3,1,0,93884,1,1,65,7,10,0,1,1,5,3,1,312,0,2,3139.7538793333,0.000692344,793
4245,3,2413.888405,0,0,0,4,0,0,1,2,68,6,35,0,1,1,4,2,3,379.209349,0,1,3157.7538793333,6.80E+09,2.41E+03
4246,2,8341.929905,0,0,0,1,1,30344,2,0,107,29,79,0,9,1,5,0,1,342.832065,3,1,3118.7538793333,0.00352623,1245.91
4247,0,2487.256248,0,0,0,1,0,28738,0,0,62,2,95,0,1,1,4,0,0,81.609951,5,1,3129.7538793333,0.00215742,5932.39
4248,2,9212.613275,0,0,3,1,1,70958,0,1,115,1,57,0,7,1,4,0,0,115.400119,4,1,3118.7538793333,0.00162068,936.371
4249,1,16407.66461,0,2,0,1,1,22103,0,2,109,16,31,0,2,1,4,0,0,160.338007,0,0,3155.7538793333,0.00493146,2481.33
4250,3,7017.145586,0,0,1,4,0,0,1,2,103,29,91,0,6,2,7,0,0,741.6,3,1,3110.7538793333,1.03E+10,1.94E+03
4251,1,5481.502923,0,0,0,1,0,70795,2,1,68,10,95,0,4,0,0,1,2,177.948654,0,1,3109.7538793333,0.00096052,1740.51
4252,0,10382.38098,0,1,4,1,0,32821,0,1,129,35,40,0,4,1,5,0,1,25.89566,3,0,3117.7538793333,0.00393041,2412.28
4253,0,5498.940679,1,0,1,2,1,22520,1,1,73,17,64,0,3,1,5,0,1,350.4,0,1,3131.7538793333,0.00324156,1854.2
4254,2,4846.322223,0,0,3,4,1,0,1,2,72,31,75,0,9,1,4,3,0,518.4,0,1,3142.7538793333,7.20E+09,7.90E+02
4255,3,14718.11779,0,1,1,1,1,56263,1,1,93,27,31,0,2,0,2,1,0,446.4,0,1,3110.7538793333,0.00165295,2473.8
4256,2,9656.759549,0,0,0,4,1,0,1,2,72,17,52,0,2,1,3,0,0,345.6,0,1,3126.7538793333,7.20E+09,2.31E+03
4257,1,4466.101762,0,0,1,4,1,0,1,2,64,25,33,0,5,1,3,0,2,307.2,0,1,3153.7538793333,6.40E+09,6.81E+02
4258,3,21423.63723,1,0,0,4,1,0,1,1,65,9,31,0,2,1,4,1,0,312,5,1,3164.7538793333,6.50E+09,1.14E+03
4259,2,2531.73969,0,0,1,1,1,31993,0,0,66,14,4,1,1,1,5,0,1,39.627399,0,1,3117.7538793333,0.00206295,1148.37
4260,0,8378.357502,0,2,1,1,1,40994,0,1,106,8,94,0,8,1,4,1,0,60.227339,0,1,3124.7538793333,0.00258574,1343.97
4261,2,5093.007525,0,0,0,1,1,29638,1,1,64,19,16,0,8,1,5,3,1,307.2,0,1,3137.7538793333,0.00215939,241.6
4262,3,13352.56134,0,2,1,4,0,0,1,1,119,18,65,0,2,1,4,0,0,729.595208,0,1,3129.7538793333,1.19E+10,4.57E+03
4263,3,14206.98091,0,0,1,0,0,26056,1,1,73,17,73,0,2,1,5,0,1,355.558088,0,1,3153.7538793333,0.00280166,3107.22
4264,3,10232.85415,0,1,2,2,0,22821,1,1,131,26,99,0,3,1,4,3,2,740.05751,3,1,3119.7538793333,0.00574033,5211.65
4265,4,15435.68882,0,1,1,1,0,84581,0,1,96,25,50,0,2,1,5,3,3,4.334425,0,0,3111.7538793333,0.00113501,3597.83
4266,1,8641.046574,0,0,3,2,0,22193,1,1,74,13,74,0,2,1,5,1,1,415.535724,5,2,3135.7538793333,0.00333438,3011.23
4267,4,7334.915821,0,0,0,1,1,30969,1,0,63,26,79,1,2,1,5,0,2,358.225234,5,2,3155.7538793333,0.00203429,3128.39
4268,1,7462.926263,1,1,1,1,0,70263,0,1,93,30,66,0,5,1,5,1,2,7.345946,5,2,3139.7538793333,0.0013236,1784.13
4269,1,3635.028312,0,1,3,1,1,35056,1,1,96,12,52,3,1,1,5,3,2,460.8,5,1,3151.7538793333,0.00273848,5683.2
4270,3,5525.836623,0,0,1,1,1,73435,1,1,69,9,25,0,4,0,1,0,1,331.2,5,2,3116.7538793333,0.000939606,503.7
4271,3,4335.353131,0,2,3,1,1,86096,1,1,108,30,1,0,1,0,2,1,2,518.4,5,0,3109.7538793333,0.00125441,2829.6
4272,1,4832.117309,0,1,3,4,1,0,1,2,139,6,9,0,1,1,4,0,2,1000.8,3,1,3149.7538793333,1.39E+10,1.08E+03
4273,3,9267.920019,0,0,4,1,1,55808,2,1,116,31,4,0,7,1,5,1,2,551.413755,3,2,3119.7538793333,0.00207856,501.227
4274,1,14700.49784,0,1,0,1,1,29695,1,1,94,34,66,0,2,1,5,1,1,554.143798,0,1,3158.7538793333,0.00316552,4422.93
4275,1,4905.127076,0,0,0,1,0,88043,2,1,61,2,43,0,3,0,1,1,3,188.717606,0,2,3133.7538793333,0.000692843,852.094
4276,1,7289.297853,0,1,1,1,1,60875,2,1,92,0,84,0,3,1,5,0,1,410.846025,0,1,3143.7538793333,0.00151129,2439.05
4277,0,8478.824155,0,1,0,4,1,0,0,1,77,25,48,0,2,1,3,0,1,12.603783,0,1,3136.7538793333,7.70E+09,2.80E+03
4278,3,7952.836873,0,0,3,4,1,0,1,2,118,0,67,0,8,1,5,0,2,849.6,3,1,3131.7538793333,1.18E+10,8.82E+02
4279,4,2869.997625,0,0,0,1,0,70974,1,1,71,15,0,0,1,1,5,0,0,340.8,0,0,3118.7538793333,0.00100037,724.2
4280,3,10529.84867,0,1,0,1,0,37518,2,1,131,35,91,0,6,2,8,0,1,472.850932,4,1,3149.7538793333,0.00349166,2672.19
4281,3,5497.659883,0,0,1,1,1,28128,1,1,70,6,52,0,4,1,5,2,0,336,5,1,3114.7538793333,0.00248862,931
4282,3,7090.468528,0,1,0,1,0,45254,1,0,93,4,25,3,4,0,2,2,3,446.4,0,1,3148.7538793333,0.00205507,562.65
4283,3,26416.25478,0,0,2,1,0,85537,2,1,108,4,91,0,2,1,5,1,2,285.276083,3,1,3156.7538793333,0.00126261,4987.36
4284,3,2727.682464,0,0,4,1,1,74608,1,1,68,11,4,1,1,0,1,2,3,407.68374,0,1,3152.7538793333,0.00091143,612.316
4285,1,11814.53241,0,0,3,1,0,41004,1,1,102,15,26,3,2,1,5,0,2,489.6,4,0,3115.7538793333,0.00248756,1846.2
4286,0,4090.750678,0,2,4,1,0,38884,2,1,102,4,87,0,1,1,5,3,1,423.819864,5,1,3137.7538793333,0.00262319,8858.18
4287,1,5181.620895,1,0,4,1,0,97131,1,1,64,5,80,0,6,0,2,1,0,307.2,0,2,3133.7538793333,0.000658904,855.467
4288,3,6172.392406,0,1,4,4,1,0,1,0,84,6,93,0,7,0,2,0,3,403.2,0,1,3122.7538793333,8.40E+09,1.13E+03
4289,1,2487.358049,0,0,1,1,1,22331,0,0,64,11,12,0,1,0,2,1,3,61.20919,0,1,3159.7538793333,0.00286597,1410.79
4290,0,13094.2046,0,0,0,1,1,37541,0,1,109,10,31,0,2,0,1,0,1,96.212835,3,0,3148.7538793333,0.00290349,2186.39
4291,3,4688.459288,0,0,0,0,0,27357,1,1,61,19,48,0,5,0,1,0,3,292.8,0,2,3150.7538793333,0.00222978,758.84
4292,3,2703.466256,0,0,2,4,0,0,0,1,72,19,48,0,1,0,2,2,2,41.927219,5,1,3112.7538793333,7.20E+09,4.78E+03
4293,1,11315.20373,1,2,0,0,0,11885,1,0,101,18,39,0,2,1,5,0,0,484.8,0,1,3120.7538793333,0.00849811,2636.1
4294,3,8679.838135,0,2,0,1,0,52717,0,1,109,5,60,0,8,0,1,2,0,60.151529,0,1,3163.7538793333,0.00206764,878.106
4295,0,5979.724161,1,1,3,1,0,57693,1,0,76,16,56,0,3,1,3,1,0,547.2,0,1,3129.7538793333,0.00131732,1641.6
4296,3,10996.71336,0,0,3,4,0,0,1,2,104,29,73,0,2,1,4,2,1,748.8,3,1,3165.7538793333,1.04E+10,4.93E+03
4297,0,11718.41696,0,0,0,1,0,73903,1,1,73,30,39,0,2,0,2,1,3,439.361029,0,2,3129.7538793333,0.000987781,2298.82
4298,4,42462.96794,0,2,0,4,0,0,1,1,281,16,92,1,2,1,5,0,1,1499.806352,2,1,3166.7538793333,2.81E+10,1.44E+04
4299,3,6941.872931,0,0,1,4,0,0,1,2,111,3,73,3,6,1,5,0,0,532.8,3,2,3125.7538793333,1.11E+10,1.32E+03
4300,1,2551.314013,0,0,1,1,1,79452,2,2,65,33,75,0,1,0,1,1,2,187.683707,0,1,3143.7538793333,0.000818104,6832.32
4301,2,10656.88195,1,1,0,1,0,72540,1,1,88,7,3,0,2,1,5,1,2,631.743039,5,1,3109.7538793333,0.00121312,124.128
4302,0,9333.333631,0,0,1,1,0,89513,0,1,116,5,12,0,6,1,4,1,1,232.945977,3,1,3142.7538793333,0.0012959,289.842
4303,4,7507.455372,1,0,1,1,1,60920,2,2,64,10,61,0,2,1,5,1,0,231.201886,5,1,3130.7538793333,0.00105056,2156.4
4304,3,5320.081159,0,0,3,1,0,88669,2,1,66,9,18,1,4,1,4,0,2,213.574473,0,1,3111.7538793333,0.000744341,392.106
4305,1,8609.158215,1,0,0,1,0,79090,2,1,107,2,74,0,3,1,4,1,1,289.040734,3,1,3153.7538793333,0.00135289,2614.32
4306,4,12298.6863,1,0,3,2,1,17101,1,2,113,1,88,0,2,0,1,0,2,542.4,3,1,3116.7538793333,0.0066078,4757.3
4307,3,7285.030983,1,0,3,1,1,44788,1,1,61,6,48,0,2,1,4,1,0,386.031248,0,2,3108.7538793333,0.00136197,1453.98
4308,2,6714.070698,0,1,4,4,1,0,1,1,93,8,42,1,3,2,7,0,0,604.270179,5,2,3153.7538793333,9.30E+09,1.35E+03
4309,0,2810.464447,1,0,0,1,1,26790,1,1,71,4,41,0,1,1,3,1,0,340.8,5,1,3109.7538793333,0.00265024,2854.2
4310,1,15320.37177,0,1,0,1,1,81955,1,1,126,3,21,0,2,0,2,0,3,720.054248,3,1,3146.7538793333,0.00153743,1151.97
4311,3,8488.561363,0,0,3,1,0,80213,1,1,70,12,17,0,2,1,5,0,1,440.268527,5,1,3163.7538793333,0.000872676,794.866
4312,0,2379.195759,0,0,2,4,1,0,0,0,66,3,21,0,1,1,5,3,2,90.989464,0,1,3150.7538793333,6.60E+09,1.49E+03
4313,3,13334.26763,0,2,0,1,1,47950,2,1,170,23,86,1,8,1,5,0,1,780.990942,3,1,3147.7538793333,0.00354536,2218.63
4314,3,3123.080994,1,0,0,4,1,0,1,1,101,1,83,4,1,1,5,0,0,960.115399,3,0,3117.7538793333,1.01E+10,7.52E+03
4315,4,2382.706153,0,0,2,4,1,0,1,1,65,8,50,0,1,0,1,2,3,312,0,1,3132.7538793333,6.50E+09,3.46E+03
4316,3,7812.889738,0,0,3,1,1,72353,1,0,66,27,15,0,2,1,4,1,3,316.8,5,2,3120.7538793333,0.000912194,1227.6
